,poi_id,name,build_year,demolished_year,address,latitude,longitude,external_url,image_url,heritage_status,current_use,poi_type,source,details,style,category,cleaned_year,build_decade,poi_type_simple,sim_rating
307,432,Marriott Hotel / Plaza 2 Apartments,1975,,90 Bloor Street East Bloor-Yorkville Toronto,43.67087,-79.38482,http://www.acotoronto.ca/show_building.php?BuildingID=239,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/MarriottPlaza.jpg,No heritage status,Hotel,High-rise,http://www.acotoronto.ca/,,Brutalist,,1975.0,1970.0,Building,0.0
308,433,The Three Sixty,1982,,360 Bloor Street East Bloor-Yorkville Toronto,43.67248,-79.37809,http://www.acotoronto.ca/show_building.php?BuildingID=226,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TheThreeSixty1.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1982.0,1980.0,Building,0.0
343,468,77 Grenville Street,1972,,77 Grenville Street Downtown Toronto,43.66119,-79.38671,http://www.acotoronto.ca/show_building.php?BuildingID=2940,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/77Grenville.jpg,No heritage status,Office,Mid-rise,http://www.acotoronto.ca/,The Archives of Ontario was located in this building from 1972 until 2009.,Brutalist,,1972.0,1970.0,Building,0.0
345,470,Roden Public School,1970,,151  Hiawatha Road Agincourt Toronto,43.67387,-79.32304,http://www.acotoronto.ca/show_building.php?BuildingID=11781,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/3ca14abe.jpg,,Educational,School,http://www.acotoronto.ca/,"1906 Nov: School began in section of Township of York known as the Midway; a part wedged between Greenwood Avenue and the Kingston Road. Norway, the only school in the district, was filled to overflowing. The lecture-room of the new Reid Avenue (later Rhodes Avenue) Presbyterian (now United) Church provided temporary accommodation.
1907 Feb. 2: Ashdale Avenue approved as new school site and building started. Building was designed by C.H. Bishop
1908 Jan 10: Four-room school formally opened by Minister of Education, the Hon. Dr. R.A. Pyne, with a concert and other entertainment. Principal: Mrs. E. Whittaker; assistants: Misses Snell and McColl.
1909 Dec 15: Norway, as part of Midway, annexed to Toronto.
1910 Jan. 5: Ashdale School renamed âRodenâ in honour of Mr. E.P. Roden, trustee 1874 â 1897; chairman, 1885.
1910 â 1922: Five additions. At the time of replacement, the old school consisted of 27 classrooms, two kindergartens, boysâ and girlsâ playrooms, staff rooms, library, offices and health and dental rooms. C.H. Bishop carried out additions in 1910 & 1911.
1970 Sept 8: New building occupied by students
1970 Nov 25: Formal opening.",Brutalist,,1970.0,1970.0,Building,0.0
412,537,Postal Station F,1905,,6 Charles Street East Bloor-Yorkville Toronto,43.66883,-79.38577,http://www.acotoronto.ca/show_building.php?BuildingID=2015,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/PostalStationF.jpg,Heritage property,Commercial,Low-rise,http://www.acotoronto.ca/,,Classical revival,,1905.0,1900.0,Building,0.0
395,520,Pierre Laporte Middle School,1968,,1270 Wilson Avenue Downsview North York,43.72508,-79.49208,http://www.acotoronto.ca/show_building.php?BuildingID=11543,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/bcc44c77.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,1968.0,1960.0,Building,0.0
381,506,Sheppard-Markham Square,1979,,5580 Sheppard Avenue East Malvern Scarborough,43.7947683,-79.2375656,http://www.acotoronto.ca/show_building.php?BuildingID=1458,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/Sheppard-MarkhamSquare1.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1979.0,1970.0,Building,0.0
382,507,Centrepoint East; South Building,1974,,191 Sherbourne Street Downtown East Toronto,43.6745,-79.37766,http://www.acotoronto.ca/show_building.php?BuildingID=1520,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/191Sherbourne.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1974.0,1970.0,Building,0.0
383,508,Centrepoint East; North Building,1974,,201 Sherbourne Street Downtown East Toronto,43.6745,-79.37766,http://www.acotoronto.ca/show_building.php?BuildingID=1511,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/201Sherbourne.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1974.0,1970.0,Building,0.0
384,509,The Zenith,1981,,55 Skymark Drive Hillcrest Village North York,43.79488,-79.35196,http://www.acotoronto.ca/show_building.php?BuildingID=1546,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TheZenith.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1981.0,1980.0,Building,0.0
385,510,The Elegance,1982,,65 Skymark Drive Hillcrest Village North York,43.79546,-79.35263,http://www.acotoronto.ca/show_building.php?BuildingID=1545,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TheElegance.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1982.0,1980.0,Building,0.0
386,511,University of Toronto St. George Campus; John P. Robarts Library,1973,,130 St. George Street University of Toronto Toronto,43.66453,-79.39913,http://www.acotoronto.ca/show_building.php?BuildingID=1604,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/JohnPRobartsLibrary.jpg,Heritage property,Educational,High-rise,http://www.acotoronto.ca/,,Brutalist,,1973.0,1970.0,Building,0.0
387,512,University of Toronto St. George Campus; J.M. Kelly Library,1969,,113 St. Joseph Street University of Toronto Toronto,43.66484,-79.38949,http://www.acotoronto.ca/show_building.php?BuildingID=6601,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/JohnMKellyLibrary1.jpg,No heritage status,Educational,Mid-rise,http://www.acotoronto.ca/,,Brutalist,,1969.0,1960.0,Building,0.0
388,513,Michner Institute,1972,,222 St. Patrick Street Chinatown Toronto,43.65572,-79.39117,http://www.acotoronto.ca/show_building.php?BuildingID=1607,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/MichnerInstitute.jpg,No heritage status,Office,High-rise,http://www.acotoronto.ca/,,Brutalist,,1972.0,1970.0,Building,0.0
389,514,Sunset West,1977,,475 The West Mall Bloordale Etobicoke,43.64738,-79.56754,http://www.acotoronto.ca/show_building.php?BuildingID=1670,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/SunsetWest.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1977.0,1970.0,Building,0.0
390,515,2743 Victoria Park Avenue,1975,,2743 Victoria Park Avenue Sullivan Scarborough,43.7791826,-79.3233626,http://www.acotoronto.ca/show_building.php?BuildingID=1752,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/2743VictoriaPark.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1975.0,1970.0,Building,0.0
391,516,Ryerson University; Library Building,1971,,350 Victoria Street Downtown East Toronto,43.64906,-79.37657,http://www.acotoronto.ca/show_building.php?BuildingID=5543,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/RyersonLibrary1.jpg,No heritage status,Educational,Mid-rise,http://www.acotoronto.ca/,,Brutalist,,1971.0,1970.0,Building,0.0
392,517,Ryerson University; Jorgenson Hall,1971,,380 Victoria Street Downtown East Toronto,43.64906,-79.37657,http://www.acotoronto.ca/show_building.php?BuildingID=1758,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/JorgensonHall1.jpg,No heritage status,Educational,High-rise,http://www.acotoronto.ca/,,Brutalist,,1971.0,1970.0,Building,0.0
393,518,1 Walder Avenue,unknown,,1 Walder Avenue North Toronto Toronto,43.71072,-79.38109,http://www.acotoronto.ca/show_building.php?BuildingID=9678,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1WalderAve1.jpg,No heritage status,Residential,Detached house,http://www.acotoronto.ca/,,Brutalist,,,,Building,0.0
394,519,Metro Warehouse,1969,,21 Waulron Street Sherway Etobicoke,43.62072,-79.56442,http://www.acotoronto.ca/show_building.php?BuildingID=9803,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/MetroWarehouse1.jpg,No heritage status,Industrial,Industrial,http://www.acotoronto.ca/,This building was a Finalist in the Massey Medals for Architecture in 1970. The date is an estimate.,Brutalist,,1969.0,1960.0,Building,0.0
396,521,NOOR Cultural Centre,1963,,123 Wynford Drive Wynford North York,43.72632,-79.32906,http://www.acotoronto.ca/show_building.php?BuildingID=3568,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/NOORCulturalCentre1.jpg,Heritage property,Cultural,Low-rise,http://www.acotoronto.ca/,"This building was originally built as the Japanese Canadian Cultural Centre, but when that institution moved locations, it became the NOOR Cultural Centre. The building won an Ontario Association of Architects 25-Year Award in 1996.",Brutalist,,1963.0,1960.0,Building,0.0
379,504,Chelmsford Apartments,1976,,4091 Sheppard Avenue East Agincourt Scarborough,43.7836438,-79.2844451,http://www.acotoronto.ca/show_building.php?BuildingID=1462,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/4091SheppardE1.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1976.0,1970.0,Building,0.0
397,522,Yonge Eglinton Centre Tower B,1974,,2300 Yonge Street North Toronto Toronto,43.70716,-79.39904,http://www.acotoronto.ca/show_building.php?BuildingID=601,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/YongeEglintonCentreI.jpg,No heritage status,Office,High-rise,http://www.acotoronto.ca/,,Brutalist,,1974.0,1970.0,Building,0.0
398,523,Toronto District School Board Education Centre,1970,,5050 Yonge Street North York Centre North York,43.76689,-79.41262,http://www.acotoronto.ca/show_building.php?BuildingID=3551,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TorontoDistrictSchoolBoard1.jpg,Heritage property,Office,Mid-rise,http://www.acotoronto.ca/,,Brutalist,,1970.0,1970.0,Building,0.0
399,524,St. Anne's Anglican Church,1907,,270 Gladstone Avenue Dufferin Grove Toronto,43.65882,-79.4333,http://www.acotoronto.ca/show_building.php?BuildingID=6405,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/StAnnesChurch1.jpg,National Historic Site,Religious,Religious,http://www.acotoronto.ca/,"This building is a National Historic Site. In 1923, ten prominent Canadian artists created painting within the building, including J.E.H. MacDonald, F. Varley and F. Carmichael of the Group of Seven. Interestingly, Varley painted a self-portrait of himself in the nativity scene inside the church. Thank you, Leo Mieles, for this information.",Byzantine,,1907.0,1900.0,Building,0.0
400,525,Canadian General Electric Building,1917,,214 King Street West Entertainment District Toronto,43.64757,-79.38684,http://www.acotoronto.ca/show_building.php?BuildingID=3097,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/CdnGeneralElectric1.jpg,Heritage property,Office,Mid-rise,http://www.acotoronto.ca/,The west additions for this building were completed in 1919.,Chicago style,,1917.0,1910.0,Building,0.0
401,526,J.F. Brown Furniture Building,1903,,193 Yonge Street Downtown East Toronto,43.67566,-79.38899,http://www.acotoronto.ca/show_building.php?BuildingID=2746,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/JFBrownBldg1.jpg,Heritage property,Office,Mid-rise,http://www.acotoronto.ca/,This building was altered in 1910 for T. Heintzman Co. Ltd.,Chicago style,,1903.0,1900.0,Building,0.0
402,527,244 Adelaide Street West,unknown,,244 Adelaide Street West Entertainment District Toronto,43.64835,-79.3889,http://www.acotoronto.ca/show_building.php?BuildingID=9510,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/244AdelaideStW1.jpg,No heritage status,Office,Mid-rise,http://www.acotoronto.ca/,,Classical revival,,,,Building,0.0
404,529,Toronto Trust and Guarantee Building,1917,,302 Bay Street Financial District Toronto,43.64934,-79.38081,http://www.acotoronto.ca/show_building.php?BuildingID=172,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/302BaySt1.jpg,Heritage property,Office,High-rise,http://www.acotoronto.ca/,"The first seven storeys of this building were completed in 1917; they were constructed from concrete with reinforcing steel. During the 1930's, an additional six storeys were added, made from structural steel, beams and joists. The building received an additional major renovation in 1990.",Classical revival,,1917.0,1910.0,Building,0.0
405,530,Northern Ontario Building,1925,,330 Bay Street Financial District Toronto,43.6501,-79.38118,http://www.acotoronto.ca/show_building.php?BuildingID=168,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/330BaySt1.jpg,Heritage property,Office,High-rise,http://www.acotoronto.ca/,"This building was substantially renovated in 1982 when the stepped structure to the north of the original building was added. The Savarin Tavern was demolished at that time, but part of its facade was reconstructed in the new structure.",Classical revival,,1925.0,1920.0,Building,0.0
406,531,Toronto-Dominion Bank,1912,,420 Bloor Street East Bloor-Yorkville Toronto,43.67249,-79.37715,http://www.acotoronto.ca/show_building.php?BuildingID=7146,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/420BloorStE1.jpg,Heritage property,Commercial,Low-rise,http://www.acotoronto.ca/,,Classical revival,,1912.0,1910.0,Building,0.0
407,532,Canadian Imperial Bank of Commerce,unknown,,1129 Bloor Street West Dufferin Grove Toronto,43.65966,-79.43505,http://www.acotoronto.ca/show_building.php?BuildingID=9845,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/CIBCBloorDufferin.jpg,No heritage status,Commercial,Low-rise,http://www.acotoronto.ca/,,Classical revival,,,,Building,0.0
408,533,1288 Bloor Street West,unknown,,1288 Bloor Street West Wallace Emerson Toronto,43.65881,-79.442,http://www.acotoronto.ca/show_building.php?BuildingID=6444,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1288BloorStW.jpg,No heritage status,Commercial,Commercial block,http://www.acotoronto.ca/,This building evidently had a fourth floor added at some time.,Classical revival,,,,Building,0.0
409,534,Bank of Ottawa Building,1911,,363 Broadview Avenue Riverdale Toronto,43.66567,-79.35238,http://www.acotoronto.ca/show_building.php?BuildingID=1995,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/BankofOttawa363-1.jpg,Heritage property,Commercial,Low-rise,http://www.acotoronto.ca/,,Classical revival,,1911.0,1910.0,Building,0.0
410,535,Riverdale Library,1910,,370 Broadview Avenue Riverdale Toronto,43.66581,-79.35314,http://www.acotoronto.ca/show_building.php?BuildingID=5540,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TPLRiverdale1.jpg,Heritage property,Library,Low-rise,http://www.acotoronto.ca/,This was one of Toronto's ten libraries built with Carnegie grants.,Classical revival,,1910.0,1910.0,Building,0.0
411,536,Canadian Bank of Commerce,1905,,245 Carlton Street Cabbagetown Toronto,43.66336,-79.37234,http://www.acotoronto.ca/show_building.php?BuildingID=2929,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/CdnBankofCommerce245Carlton.jpg,Cabbagetown Northwest Heritage Conservation District,Commercial,Low-rise,http://www.acotoronto.ca/,,Classical revival,,1905.0,1900.0,Building,0.0
380,505,Chelmsford Spa,1974,,4101 Sheppard Avenue East Agincourt Scarborough,43.7834411,-79.2835596,http://www.acotoronto.ca/show_building.php?BuildingID=1461,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/4101SheppardE1.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,"This building was selected by Chatelaine magazine as having the best apartment designs for family living in Canada. It also won the ""Recognition of 74"" award from the Scarborough Planning Board.",Brutalist,,1974.0,1970.0,Building,0.0
378,503,Tam O'Shanter Towers,1976,,3825 Sheppard Avenue East Tam O'Shanter Scarborough,43.7818369,-79.2915342,http://www.acotoronto.ca/show_building.php?BuildingID=1464,http://www.acotoronto.ca/tobuilt_bk/php/buildingimagesmedum/3df16412.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1976.0,1970.0,Building,0.0
346,471,Henry Kelsey Senior Public School,unknown,,1200 Huntingwood Drive Agincourt Scarborough,43.7988881,-79.2771832,http://www.acotoronto.ca/show_building.php?BuildingID=11242,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/4cd412fb.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,,,Building,0.0
361,486,Zion Heights Middle School,unknown,,5900 Leslie Street Steeles North York,43.79791,-79.37106,http://www.acotoronto.ca/show_building.php?BuildingID=11232,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/e5f85172.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,,,Building,0.0
347,472,77 Huntley Street,1974,,77 Huntley Street Bloor-Yorkville Toronto,43.67161,-79.37869,http://www.acotoronto.ca/show_building.php?BuildingID=833,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/77Huntley.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1974.0,1970.0,Building,0.0
348,473,Sir Samuel B Steele Junior Public School,1980,,131  Huntsmill Boulevard Steeles Scarborough,43.8070883,-79.3272799,http://www.acotoronto.ca/show_building.php?BuildingID=11116,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/aed8fad8.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,1980.0,1980.0,Building,0.0
349,474,Sears Canada Headquarters,1971,,222 Jarvis Street Downtown East Toronto,43.64999,-79.37169,http://www.acotoronto.ca/show_building.php?BuildingID=2755,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/SearsCanada.jpg,No heritage status,Office,Mid-rise,http://www.acotoronto.ca/,,Brutalist,,1971.0,1970.0,Building,0.0
350,475,The Grand Hotel Suites,1972,,225 Jarvis Street Downtown East Toronto,43.64999,-79.37169,http://www.acotoronto.ca/show_building.php?BuildingID=894,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/GrandHotelSuites.jpg,No heritage status,Hotel,High-rise,http://www.acotoronto.ca/,"This building formerly housed the Toronto area headquarters for the Royal Canadian Mounted Police. In the early 2000's, it was converted into a hotel.",Brutalist,,1972.0,1970.0,Building,0.0
351,476,York University Keele Campus; Scott Library,1970,,4700 Keele Street York University North York,43.7743819,-79.494066,http://www.acotoronto.ca/show_building.php?BuildingID=7184,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/ScottLibrary1.jpg,Heritage property,Educational,Mid-rise,http://www.acotoronto.ca/,,Brutalist,,1970.0,1970.0,Building,0.0
352,477,York University Keele Campus; Ross Building,1970,,4700 Keele Street York University North York,43.7743819,-79.494066,http://www.acotoronto.ca/show_building.php?BuildingID=7185,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/RossBldg1.jpg,Heritage property,Educational,Mid-rise,http://www.acotoronto.ca/,"This building was substantially altered in 1988, when a large entry ramp was removed and enclosed walkways were added.",Brutalist,,1970.0,1970.0,Building,0.0
353,478,York University Keele Campus; Curtis Lecture Halls,1966,,4700 Keele Street York University North York,43.7743819,-79.494066,http://www.acotoronto.ca/show_building.php?BuildingID=7303,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/CurtisLectureHalls1.jpg,Heritage property,Educational,Low-rise,http://www.acotoronto.ca/,,Brutalist,,1966.0,1960.0,Building,0.0
354,479,White Oak Place,1976,,665 Kennedy Road Kennedy Park Scarborough,43.7260326,-79.2642756,http://www.acotoronto.ca/show_building.php?BuildingID=9931,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/665KennedyRd1.jpg,No heritage status,Residential,Mid-rise,http://www.acotoronto.ca/,"This building consists of a central elevator core connected to two wings by a large number of elevated walkways. It was marketed as being ""terraced town homes"", and the units are all two storeys high.",Brutalist,,1976.0,1970.0,Building,0.0
355,480,Kingsquare,1976,,33 King Street Weston York,43.7021625,-79.5187642,http://www.acotoronto.ca/show_building.php?BuildingID=916,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/Kingsquare.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1976.0,1970.0,Building,0.0
356,481,University of Toronto St. George Campus; Medical Sciences Building,1969,,1 King's College Circle University of Toronto Toronto,43.66099,-79.39435,http://www.acotoronto.ca/show_building.php?BuildingID=3241,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/MedicalSciencesBldg1.jpg,No heritage status,Educational,Mid-rise,http://www.acotoronto.ca/,,Brutalist,,1969.0,1960.0,Building,0.0
357,482,St. Demetrius Ukrainian Catholic Church,unknown,,135 La Rose Avenue Westmount Etobicoke,43.68479,-79.52259,http://www.acotoronto.ca/show_building.php?BuildingID=8462,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/StDemetrius.jpg,No heritage status,Religious,Religious,http://www.acotoronto.ca/,,Brutalist,,,,Building,0.0
358,483,Donald D. Summerville Olympic Pool,unknown,,1675 Lake Shore Boulevard East The Beach Toronto,43.6629998,-79.3109167,http://www.acotoronto.ca/show_building.php?BuildingID=9007,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/Summerville1.jpg,No heritage status,Sports,Low-rise,http://www.acotoronto.ca/,,Brutalist,,,,Building,0.0
359,484,Westhill Apartments,1974,,4175 Lawrence Avenue East West Hill Scarborough,43.7671419,-79.1887646,http://www.acotoronto.ca/show_building.php?BuildingID=1031,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/WesthillApts.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1974.0,1970.0,Building,0.0
360,485,Morningside Apartments,1974,,4205 Lawrence Avenue East West Hill Scarborough,43.7679442,-79.1853174,http://www.acotoronto.ca/show_building.php?BuildingID=1030,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/MorningsideApts.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1974.0,1970.0,Building,0.0
362,487,Albion Heights Junior Middle School,1972,,45 Lynmont Road Rexdale Etobicoke,43.73139,-79.59428,http://www.acotoronto.ca/show_building.php?BuildingID=11341,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/27287441.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,1972.0,1970.0,Building,0.0
377,502,Tecumseh Senior Public School,1967,,720 Scarborough Golf Club Road Woburn Scarborough,43.7628389,-79.2166374,http://www.acotoronto.ca/show_building.php?BuildingID=11298,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/6a8abc13.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,1967.0,1960.0,Building,0.0
363,488,Charles Gordon Senior Public School,1970,,25 Marcos Boulevard Eglinton Scarborough,43.7462916,-79.2603633,http://www.acotoronto.ca/show_building.php?BuildingID=11403,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/9303c4a7.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,1970.0,1970.0,Building,0.0
364,489,John McCrae Public School,1969,,431 McCowan Road  Scarborough Village Scarborough,43.7439455,-79.2397404,http://www.acotoronto.ca/show_building.php?BuildingID=11494,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/2f6b8991.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,1969.0,1960.0,Building,0.0
365,490,Hillmount Public School,unknown,,245 McNicoll Avenue Hillcrest Village North York,43.79941,-79.35068,http://www.acotoronto.ca/show_building.php?BuildingID=11223,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/cbf9e9f9.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,,,Building,0.0
366,491,University of Toronto Scarborough; Science Wing,1964,,1265 Military Trail Highland Creek Scarborough,43.7849133,-79.1852383,http://www.acotoronto.ca/show_building.php?BuildingID=8808,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/UTSCScienceWing1.jpg,No heritage status,Educational,Mid-rise,http://www.acotoronto.ca/,"This building, part of Scarborough College, won a Massey Medal for Architecture in 1967. It was also given a ""25 year award"" from the Ontario Association of Architects in 1989.",Brutalist,,1964.0,1960.0,Building,0.0
367,492,University of Toronto Scarborough; Humanities Wing,1964,,1265 Military Trail Highland Creek Scarborough,43.7849133,-79.1852383,http://www.acotoronto.ca/show_building.php?BuildingID=8809,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/UTSCHumanitiesWing01.jpg,No heritage status,Educational,Mid-rise,http://www.acotoronto.ca/,"This building, part of Scarborough College, won a Massey Medal for Architecture in 1967.",Brutalist,,1964.0,1960.0,Building,0.0
368,493,The Briton House,1972,,700 Mount Pleasant Road Davisville Toronto,43.70625,-79.38967,http://www.acotoronto.ca/show_building.php?BuildingID=1204,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TheBritonHouse.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1972.0,1970.0,Building,0.0
369,494,Greenwood Secondary School,1973,,24  Mountjoy Avenue Danforth Village Toronto,43.68079,-79.33055,http://www.acotoronto.ca/show_building.php?BuildingID=11316,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/b138332d.jpg,,Educational,School,http://www.acotoronto.ca/,"Designers were Macy Dubois, Sally dubois, Andre LeRoux and Gordon Rolleston. This School, Designed by renouned architects Fairfield and Dubois is going to be relocated to Danforth Collegiate for September 2017. Current occupancy in June 2018 was around 100%",Brutalist,,1973.0,1970.0,Building,0.0
370,495,Canterbury House,1975,,33 Orchard View Boulevard North Toronto Toronto,43.70782,-79.39935,http://www.acotoronto.ca/show_building.php?BuildingID=1249,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/CanterburyHouse1.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1975.0,1970.0,Building,0.0
371,496,Valley Park Middle School,1969,,130 Overlea Boulevard Flemingdon Park East York,43.710237,-79.3353611,http://www.acotoronto.ca/show_building.php?BuildingID=11154,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1e0c9173.jpg,,Educational,School,http://www.acotoronto.ca/,2003 Addition,Brutalist,,1969.0,1960.0,Building,0.0
372,497,Marc Garneau Collegiate Institute ,1972,,135 Overlea Boulevard Flemingdon Park East York,43.7093155,-79.3350234,http://www.acotoronto.ca/show_building.php?BuildingID=11151,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/412bf252.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,1972.0,1970.0,Building,0.0
373,498,Wishing Well Manor,1976,,2008 Pharmacy Avenue Sullivan Scarborough,43.776675,-79.3192657,http://www.acotoronto.ca/show_building.php?BuildingID=1292,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/WishingWellManor.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1976.0,1970.0,Building,0.0
374,499,Weston Collegiate Institute,unknown,,100 Pine Street Weston York,43.7037466,-79.509666,http://www.acotoronto.ca/show_building.php?BuildingID=11570,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/4ac5325c.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,,,Building,0.0
375,500,Ranchdale Public School,unknown,,60 Ranchdale Crescent Parkwoods North York,43.75246,-79.32325,http://www.acotoronto.ca/show_building.php?BuildingID=11393,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/af41107d.jpg,,Educational,School,http://www.acotoronto.ca/,,Brutalist,,,,Building,0.0
376,501,Edwards Manor,1972,,340 Royal York Road Mimico Etobicoke,43.61691,-79.49931,http://www.acotoronto.ca/show_building.php?BuildingID=1419,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/EdwardsManor.jpg,No heritage status,Residential,High-rise,http://www.acotoronto.ca/,,Brutalist,,1972.0,1970.0,Building,0.0
1098,1223,Edward Leadlay House,1876,,25 Augusta Avenue Alexandra Park Toronto,43.64907,-79.39946,http://www.acotoronto.ca/show_building.php?BuildingID=3524,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/EdwardLeadlayHouse.jpg,Heritage property,Religious,Detached house,http://www.acotoronto.ca/,"This building was a Salvation Army building between 1906 and 1936. Since 1937, it has been home to the Felician Sisters.",Italianate,,1876.0,1870.0,Building,0.0
