,Address,Bld_link,Companies,Completed,Current use,Demolished,Heritage,Image,Name,Notes,Style,Type
3353,455-457 Sackville Street Cabbagetown Toronto,show_building.php?BuildingID=4709,,1890,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/455-457Sackville.jpg,George Smith House / Henry Smith House,,Toronto Bay and Gable,Semi-detached house
3354,6-10 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=5943,,1914,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/6-10Salisbury.jpg,6-10 Salisbury Avenue,No. 6 is the Edward Williams House; No. 8 is the Andrew Santimo House; No. 10 is the William Allen House.,Toronto Bay and Gable,Rowhouse
3355,14 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=5944,,1914,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/RobertForsterHouse.jpg,Robert Forster House,No. 12 and No. 14 were combined around 1990 into a single house.,Toronto Bay and Gable,Detached house
3356,16-18 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=5945,,1890,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/16-18Salisbury.jpg,James Nurse House and Robert Nurse House,,Toronto Bay and Gable,Semi-detached house
3357,20-22 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=5946,,1890,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/20-22Salisbury.jpg,Isaac Nurse House and James Nurse House,,Toronto Bay and Gable,Semi-detached house
3358,28-30 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=5947,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/28-30Salisbury.jpg,28-30 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3359,32-34 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3862,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/32-34Salisbury.jpg,32-34 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3360,36-38 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3863,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/36-38Salisbury.jpg,36-38 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3361,48 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3864,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/48Salisbury.jpg,48 Salisbury Avenue,,Toronto Bay and Gable,Detached house
3362,50-52 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3866,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/50-52Salisbury.jpg,50-52 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3363,54-56 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3867,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/54-56Salisbury.jpg,54-56 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3364,58-62 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3868,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/58-62Salisbury1.jpg,58-62 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3365,64-66 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3869,,1889,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/64-66Salisbury.jpg,64-66 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3366,68-70 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3870,,1889,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/68-70Salisbury.jpg,68-70 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3367,72-74 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3872,,1889,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/72-74Salisbury.jpg,72-74 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3368,76-78 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3871,,1889,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/76-78Salisbury.jpg,76-78 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3369,80-82 Salisbury Avenue Cabbagetown Toronto,show_building.php?BuildingID=3873,,1889,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/80-82Salisbury.jpg,80-82 Salisbury Avenue,,Toronto Bay and Gable,Semi-detached house
3370,14-24 Soho Street Grange Park Toronto,show_building.php?BuildingID=3208,,1888,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/14-24SohoSt1.jpg,14-24 Soho Street,,Toronto Bay and Gable,Rowhouse
3371,13 Spruce Street Cabbagetown Toronto,show_building.php?BuildingID=6560,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/13-15SpruceSt.jpg,13-15 Spruce Street,,Toronto Bay and Gable,Semi-detached house
3372,29-31 Spruce Street Cabbagetown Toronto,show_building.php?BuildingID=6950,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/29-31SpruceSt.jpg,29-31 Spruce Street,,Toronto Bay and Gable,Semi-detached house
3373,37-39 Spruce Street Cabbagetown Toronto,show_building.php?BuildingID=6951,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/37-39SpruceSt.jpg,37-39 Spruce Street,,Toronto Bay and Gable,Semi-detached house
3374,49-55 Spruce Street Cabbagetown Toronto,show_building.php?BuildingID=6952,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/49-55SpruceSt.jpg,49-55 Spruce Street,,Toronto Bay and Gable,Rowhouse
3375,138-140 Spruce Street Cabbagetown Toronto,show_building.php?BuildingID=4944,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/138-140SpruceSt.jpg,138-140 Spruce Street,,Toronto Bay and Gable,Semi-detached house
3376,142 Spruce Street Cabbagetown Toronto,show_building.php?BuildingID=4945,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/142SpruceSt.jpg,142 Spruce Street,,Toronto Bay and Gable,Detached house
3377,148-150 Spruce Street Cabbagetown Toronto,show_building.php?BuildingID=4947,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/148-150Spruce.jpg,148-150 Spruce Street,,Toronto Bay and Gable,Semi-detached house
3378,152-156 Spruce Street Cabbagetown Toronto,show_building.php?BuildingID=4948,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/152-156SpruceSt.jpg,152-156 Spruce Street,,Toronto Bay and Gable,Rowhouse
3379,301-303 Sumach Street Cabbagetown Toronto,show_building.php?BuildingID=4954,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/301-303SumachSt.jpg,301-303 Sumach Street,,Toronto Bay and Gable,Semi-detached house
3380,305 Sumach Street Cabbagetown Toronto,show_building.php?BuildingID=4955,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/305SumachSt.jpg,305 Sumach Street,,Toronto Bay and Gable,Detached house
3381,313 Sumach Street Cabbagetown Toronto,show_building.php?BuildingID=4959,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/313SumachSt.jpg,313 Sumach Street,,Toronto Bay and Gable,Detached house
3382,356-358 Sumach Street Cabbagetown Toronto,show_building.php?BuildingID=5150,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/356-358SumachSt.jpg,356-358 Sumach Street,,Toronto Bay and Gable,Semi-detached house
3383,360-362 Sumach Street Cabbagetown Toronto,show_building.php?BuildingID=5151,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/360-362SumachSt.jpg,360-362 Sumach Street,,Toronto Bay and Gable,Semi-detached house
3384,364-366 Sumach Street Cabbagetown Toronto,show_building.php?BuildingID=5152,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/364-366SumachSt.jpg,364-366 Sumach Street,,Toronto Bay and Gable,Semi-detached house
3385,410-412 Sumach Street Cabbagetown Toronto,show_building.php?BuildingID=4692,,1884,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/410-412Sumach.jpg,410-412 Sumach Street,,Toronto Bay and Gable,Semi-detached house
3386,27-29 Sword Street Cabbagetown Toronto,show_building.php?BuildingID=4973,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/27-29SwordSt.jpg,27-29 Sword Street,,Toronto Bay and Gable,Semi-detached house
3387,31-33 Sword Street Cabbagetown Toronto,show_building.php?BuildingID=4974,,unknown,Residential,,Cabbagetown South Heritage Conservation District,/tobuilt_bk/php/Buildingimages/31-33SwordSt.jpg,31-33 Sword Street,,Toronto Bay and Gable,Semi-detached house
3388,22-24 Tiverton Avenue Riverdale Toronto,show_building.php?BuildingID=9340,,1892,Residential,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/22-24TivertonAve.jpg,22-24 Tiverton Avenue,"The original owner of this building was John A. Sinclair. The first tenant at 22 Tiverton Avenue was George Nuttall, a yeast manufacturer. The first tenant at 24 Tiverton Avenue was James Thompson, a labourer.",Toronto Bay and Gable,Semi-detached house
3389,51 Tiverton Avenue Riverdale Toronto,show_building.php?BuildingID=9351,,1892,Residential,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/51TivertonAve.jpg,51 Tiverton Avenue,"The original owner of this house was John Walpole, a plasterer.",Toronto Bay and Gable,Detached house
3390,53-55 Tiverton Avenue Riverdale Toronto,show_building.php?BuildingID=9350,,1893,Residential,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/53-55TivertonAve.jpg,53-55 Tiverton Avenue,"The first owner of 53 Tiverton Avenue was John Miller - the first resident was Lennox Rutherford, a bricklayer. The original owner at 55 Tiverton Avenue was George Miller, a carpenter.",Toronto Bay and Gable,Semi-detached house
3391,65 Tiverton Avenue Riverdale Toronto,show_building.php?BuildingID=9338,,1908,Residential,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/65TivertonAve.jpg,65 Tiverton Avenue,The original owner of this house was Annie Walpole.,Toronto Bay and Gable,Detached house
3392,67-71 Tiverton Avenue Riverdale Toronto,show_building.php?BuildingID=9347,,1892,Residential,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/67-71TivertonAve.jpg,67-71 Tiverton Avenue,"The first owner of this buiding was Courtice E. Smith. The first resident at 67 Tiverton Avenue was William McTear, an agent. The first resident at 69 Tiverton Avenue was George Thorne, a plasterer. The first resident at 71 Tiverton Avenue was William Cox, a bailiff.",Toronto Bay and Gable,Rowhouse
3393,87-89 Tiverton Avenue Riverdale Toronto,show_building.php?BuildingID=9337,,1892,Residential,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/87-89TivertonAve.jpg,87-89 Tiverton Avenue,"The first owner of this building was Mungo Nasmith. The first resident at 87 Tiverton Avenue was John McIntosh, a brass finisher. The first resident at 89 Tiverton Avenue was James Glover, an engineer.",Toronto Bay and Gable,Semi-detached house
3394,33-35 Tranby Avenue The Annex Toronto,show_building.php?BuildingID=4140,,1890,Residential,,East Annex Heritage Conservation District,/tobuilt_bk/php/Buildingimages/33-35Tranby.jpg,33-35 Tranby Avenue,,Toronto Bay and Gable,Semi-detached house
3395,37-39 Tranby Avenue The Annex Toronto,show_building.php?BuildingID=4131,,1890,Residential,,East Annex Heritage Conservation District,/tobuilt_bk/php/Buildingimages/37-39Tranby.jpg,37-39 Tranby Avenue,,Toronto Bay and Gable,Semi-detached house
3396,43-45 Tranby Avenue The Annex Toronto,show_building.php?BuildingID=6893,,1890,Residential,,East Annex Heritage Conservation District,/tobuilt_bk/php/Buildingimages/43-45TranbyAve.jpg,43-45 Tranby Avenue,,Toronto Bay and Gable,Semi-detached house
3397,47-49 Tranby Avenue The Annex Toronto,show_building.php?BuildingID=4139,,1890,Residential,,East Annex Heritage Conservation District,/tobuilt_bk/php/Buildingimages/47-49Tranby.jpg,47-49 Tranby Avenue,,Toronto Bay and Gable,Semi-detached house
3398,51-53 Tranby Avenue The Annex Toronto,show_building.php?BuildingID=4137,,1890,Residential,,East Annex Heritage Conservation District,/tobuilt_bk/php/Buildingimages/51-53Tranby.jpg,51-53 Tranby Avenue,,Toronto Bay and Gable,Semi-detached house
3399,63-69 Tranby Avenue The Annex Toronto,show_building.php?BuildingID=6892,,1890,Residential,,East Annex Heritage Conservation District,/tobuilt_bk/php/Buildingimages/63-69TranbyAve.jpg,63-69 Tranby Avenue,Date is approximate.,Toronto Bay and Gable,Rowhouse
3400,97-101 Walnut Avenue Niagara Toronto,show_building.php?BuildingID=9782,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/97-101WalnutAve.jpg,97-101 Walnut Avenue,,Toronto Bay and Gable,Rowhouse
3401,18-20 Webster Avenue Bloor-Yorkville Toronto,show_building.php?BuildingID=2628,,unknown,Residential,,Yorkville Hazelton Heritage Conservation District,/tobuilt_bk/php/Buildingimages/18-20Webster.jpg,18-20 Webster Avenue,,Toronto Bay and Gable,Semi-detached house
3402,22 Webster Avenue Bloor-Yorkville Toronto,show_building.php?BuildingID=2629,,unknown,Residential,,Yorkville Hazelton Heritage Conservation District,/tobuilt_bk/php/Buildingimages/22Webster.jpg,22 Webster Avenue,,Toronto Bay and Gable,Detached house
3403,273-277 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=3155,,1887,Residential,,Cabbagetown Northwest Heritage Conservation District,/tobuilt_bk/php/Buildingimages/273-277WellesleyStE2.jpg,273-277 Wellesley Street East,,Toronto Bay and Gable,Rowhouse
3404,310+310A Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=3781,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/310ABWellesleyStE.jpg,310 and 310A Wellesley Street East,,Toronto Bay and Gable,Semi-detached house
3405,329-331 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=7025,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/329-331WellesleyStE.jpg,329-331 Wellesley Street East,,Toronto Bay and Gable,Semi-detached house
3406,373-379 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=7030,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/373-379WellesleyStE1.jpg,373-379 Wellesley Street East,,Toronto Bay and Gable,Rowhouse
3407,397-399 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=7031,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/397-399WellesleyStE.jpg,397-399 Wellesley Street East,The Inventory of Heritage Properties has a single property 385-401. This is incorrect.,Toronto Bay and Gable,Semi-detached house
3408,398-402 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=3797,,1886,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/398-402WellesleyStE.jpg,398-402 Wellesley Street East,,Toronto Bay and Gable,Rowhouse
3409,401-405 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=7033,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/401-405WellesleyStE.jpg,401-405 Wellesley Street East,The Inventory of Heritage Properties has a single property 385-401. This is incorrect.,Toronto Bay and Gable,Rowhouse
3410,414-416 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=3924,,1888,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/414-416WellesleyStE.jpg,414-416 Wellesley Street East,,Toronto Bay and Gable,Semi-detached house
3411,418-420 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=3925,,1888,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/418-420WellesleyStE.jpg,418-420 Wellesley Street East,,Toronto Bay and Gable,Semi-detached house
3412,419-421 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=7034,,1875,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/419-421WellesleyStE.jpg,James Logie House and Daniel J. Slade House,,Toronto Bay and Gable,Semi-detached house
3413,422-424 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=3926,,1888,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/422-424WellesleyStE.jpg,422-424 Wellesley Street East,,Toronto Bay and Gable,Semi-detached house
3414,425-427 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=7036,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/425-427WellesleyStE.jpg,425-427 Wellesley Street East,,Toronto Bay and Gable,Semi-detached house
3415,426-428 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=3927,,1888,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/426-428WellesleyStE.jpg,426-428 Wellesley Street East,,Toronto Bay and Gable,Semi-detached house
3416,460-462 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=3935,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/460-462WellesleyStE.jpg,460-462 Wellesley Street East,,Toronto Bay and Gable,Semi-detached house
3417,464-466 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=3936,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/464-466WellesleyStE.jpg,464-466 Wellesley Street East,,Toronto Bay and Gable,Semi-detached house
3418,468-470 Wellesley Street East Cabbagetown Toronto,show_building.php?BuildingID=3919,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/468-470WellesleyStE.jpg,468-470 Wellesley Street East,,Toronto Bay and Gable,Semi-detached house
3419,46-48 West Avenue Riverdale Toronto,show_building.php?BuildingID=9307,,1893,Residential,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/46-48WestAve.jpg,46-48 West Avenue,"The original owner of this building was Samuel Wylie. The original tenant at 46 West Avenue was Charles Gray, a machinist with J. & J. Taylor Ltd. The original tenant at 48 West Avenue was Charles Montgomery, a stonecutter with Walker & Bernard.",Toronto Bay and Gable,Semi-detached house
3420,51-53 West Avenue Riverdale Toronto,show_building.php?BuildingID=9293,,1890,Residential,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/51-53WestAve1.jpg,51-53 West Avenue,The original owners this building were Kate Stewart and John M. McNabb.,Toronto Bay and Gable,Semi-detached house
3421,80 West Avenue Riverdale Toronto,show_building.php?BuildingID=9314,,1890,Residential,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/80WestAve.jpg,80 West Avenue,The original owner of this house was Henry Peterman.,Toronto Bay and Gable,Detached house
3422,82 West Avenue Riverdale Toronto,show_building.php?BuildingID=9315,,1891,Residential,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/82WestAve.jpg,82 West Avenue,The original owner of this house was Samuel Wylie.,Toronto Bay and Gable,Detached house
3423,74 Willcocks Street Sussex-Ulster Toronto,show_building.php?BuildingID=3972,,1889,Residential,,Harbord Village Heritage Conservation District,/tobuilt_bk/php/Buildingimages/74WillcocksSt.jpg,74 Willcocks Street,,Toronto Bay and Gable,Detached house
3424,81 Willcocks Street Sussex-Ulster Toronto,show_building.php?BuildingID=6702,,unknown,Residential,,Harbord Village Heritage Conservation District,/tobuilt_bk/php/Buildingimages/81WillcocksSt.jpg,81 Willcocks Street,,Toronto Bay and Gable,Detached house
3425,83-85 Willcocks Street Sussex-Ulster Toronto,show_building.php?BuildingID=6829,,unknown,Residential,,Harbord Village Heritage Conservation District,/tobuilt_bk/php/Buildingimages/83-85WillcocksSt1.jpg,83-85 Willcocks Street,,Toronto Bay and Gable,Semi-detached house
3426,87-89 Willcocks Street Sussex-Ulster Toronto,show_building.php?BuildingID=6701,,unknown,Residential,,Harbord Village Heritage Conservation District,/tobuilt_bk/php/Buildingimages/87-89WillcocksSt.jpg,87-89 Willcocks Street,,Toronto Bay and Gable,Semi-detached house
3427,91-93 Willcocks Street Sussex-Ulster Toronto,show_building.php?BuildingID=6824,,unknown,Residential,,Harbord Village Heritage Conservation District,/tobuilt_bk/php/Buildingimages/91-93WillcocksSt.jpg,91-93 Willcocks Street,,Toronto Bay and Gable,Semi-detached house
3428,95 Willcocks Street Sussex-Ulster Toronto,show_building.php?BuildingID=6830,,unknown,Residential,,Harbord Village Heritage Conservation District,/tobuilt_bk/php/Buildingimages/95-97WillcocksSt1.jpg,95-97 Willcocks Street,,Toronto Bay and Gable,Semi-detached house
3429,99-101 Willcocks Street Sussex-Ulster Toronto,show_building.php?BuildingID=6823,,unknown,Residential,,Harbord Village Heritage Conservation District,/tobuilt_bk/php/Buildingimages/99-101WillcocksSt1.jpg,99-101 Willcocks Street,,Toronto Bay and Gable,Semi-detached house
3430,61 Winchester Street Cabbagetown Toronto,show_building.php?BuildingID=7160,,1889,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/61WinchesterSt.jpg,Frank Powell House,,Toronto Bay and Gable,Detached house
3431,101-107 Winchester Street Cabbagetown Toronto,show_building.php?BuildingID=2726,,1891,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/101-107Winchester.jpg,101-107 Winchester Street,Number 101 is known as Richard Y. Manning House.,Toronto Bay and Gable,Rowhouse
3432,128-130 Winchester Street Cabbagetown Toronto,show_building.php?BuildingID=3772,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/128-130Winchester.jpg,128-130 Winchester Street,,Toronto Bay and Gable,Semi-detached house
3433,17 Yorkville Avenue Bloor-Yorkville Toronto,show_building.php?BuildingID=6641,,1881,Commercial,,No heritage status,/tobuilt_bk/php/Buildingimages/17YorkvilleAve.jpg,17 Yorkville Avenue,This building was remodelled for commercial purposes around 1975.,Toronto Bay and Gable,Detached house
3434,15-17 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=6553,,1875,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/15-17AmeliaSt1.jpg,Angus McBean House / Marmaduke Richardson House,No. 5 is known as the Angus McBean House; No. 17 is the Marmaduke Richardson house.,Workers Cottage,Semi-detached house
3435,36-40 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=3907,,1873,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/36-40Amelia1.jpg,Amelia Cottages,,Workers Cottage,Rowhouse
3436,50 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=3890,,1875,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/50Amelia.jpg,John Lennox House,,Workers Cottage,Detached house
3437,54 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=3892,,1875,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/54Amelia.jpg,Robert Cook House,,Workers Cottage,Detached house
3438,56 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=4149,,1875,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/56Amelia.jpg,William Kingdom House,,Workers Cottage,Detached house
3439,58 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=4148,,1875,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/58Amelia.jpg,William Barker House,,Workers Cottage,Detached house
3440,62-64 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=3889,,1878,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/62-64Amelia1.jpg,William James House / Charles Luney House,No. 62 was originally known as the William James House; No. 64 as the Charles Luney House.,Workers Cottage,Semi-detached house
3441,68 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=3895,,1875,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/68Amelia.jpg,John Coker House,,Workers Cottage,Detached house
3442,70 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=3896,,1875,Residential,,Cabbagetown-Metcalfe Heritage Conservation District,/tobuilt_bk/php/Buildingimages/70Amelia.jpg,Joseph Raynor House,,Workers Cottage,Detached house
3443,127-135 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=7862,,1876,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/127-135AmeliaSt.jpg,127-135 Amelia Street,,Workers Cottage,Rowhouse
3444,138 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=3740,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/138Amelia.jpg,138 Amelia Street,,Workers Cottage,Detached house
3445,152 Amelia Street Cabbagetown Toronto,show_building.php?BuildingID=3738,,unknown,Residential,,Cabbagetown North Heritage Conservation District,/tobuilt_bk/php/Buildingimages/152Amelia.jpg,152 Amelia Street,,Workers Cottage,Detached house
3446,1-3 Ancroft Place Rosedale Toronto,show_building.php?BuildingID=5570,['Shepard & Calvin'],1927,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/AncroftPlace1-3_1.jpg,Ancroft Place,This building occupies 1-3 Ancroft Place and 1-7 Sherbourne Street North.,Workers Cottage,Rowhouse
3447,4-11 Ancroft Place Rosedale Toronto,show_building.php?BuildingID=5568,['Shepard & Calvin'],1927,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/AncroftPlace4-11_1.jpg,Ancroft Place,,Workers Cottage,Rowhouse
3448,12-18 Ancroft Place Rosedale Toronto,show_building.php?BuildingID=5569,['Shepard & Calvin'],1927,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/AncroftPlace12-18_1.jpg,Ancroft Place,,Workers Cottage,Rowhouse
3449,78-80 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5914,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/78-80Bain.jpg,78-80 Bain Avenue,,Workers Cottage,Semi-detached house
3450,82-84 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5915,"['F.H. Marani', 'Also see Douglas BrownÂ´s Book available in pdf. form in Resources']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/82-84Bain.jpg,82-84 Bain Avenue,,Workers Cottage,Semi-detached house
3451,86-88 Bain Avenue Riverdale Toronto,show_building.php?BuildingID=5916,"['Also see Douglas BrownÂ´s Book available in pdf. form in Resources', 'F.H. Marani']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/86-88Bain.jpg,86-88 Bain Avenue,,Workers Cottage,Detached house
