address,artist,build_year,details,latitude,longitude,name,poi_type,poi_type_simple,source
425 Carlaw Ave Toronto ON M4K 3H9,"REVINGTON, DERECK",1997,"Public Art.  
 Media: ALUMINUM
 LOCATION: OUTDOORS
 PARK NAME: GERRARD/CARLAW TRAFFIC ISLAND
 NEAR STREET: GERRARD ST E
 NEAR CROSS-STREET: CARLAW AVE",43.6680693693,-79.3426606099,BLUE FIRE,"Public Art, ALUMINUM",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1 Harbour Sq Toronto ON M5J 1A6,"PELLETIER, DAVID",2013,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: HARBOUR SQUARE PARK LANDS
 NEAR STREET: QUEENS QUAY W
 NEAR CROSS-STREET: HARBOUR SQ",43.640894242,-79.37586457,JACK'S GOT YOUR BACK,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
375 Colborne Lodge Dr Toronto ON M6S 0A4,"KADISHMAN, MENASHE",1967,"Public Art.  
 Media: PAINTED STEEL
 LOCATION: OUTDOORS
 PARK NAME: HIGH PARK
 NEAR STREET: COLBORNE LODGE DR
 NEAR CROSS-STREET: SPRING RD",43.651248508,-79.463498027,THREE DISKS,"Public Art, PAINTED STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
375 Colborne Lodge Dr Toronto ON M6S 0A4,"DALWOOD, HUBERT",1967,"Public Art.  
 Media: STAINLESS STEEL
 LOCATION: OUTDOORS
 PARK NAME: HIGH PARK
 NEAR STREET: COLBORNE LODGE DR
 NEAR CROSS-STREET: SPRING RD",43.651248508,-79.463498027,TEMPLE (THE),"Public Art, STAINLESS STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
375 Colborne Lodge Dr Toronto ON M6S 0A4,"SCHOTTLANDER, BERNARD",1967,"Public Art.  
 Media: PAINTED STEEL
 LOCATION: OUTDOORS
 PARK NAME: HIGH PARK
 NEAR STREET: COLBORNE LODGE DR
 NEAR CROSS-STREET: PARKSIDE DR",43.651248508,-79.463498027,NOVEMBER'S PYRAMID,"Public Art, PAINTED STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
180 Colborne Lodge Dr Toronto ON  ,UNKNOWN,1978,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 PARK NAME: HIGH PARK
 NEAR STREET: COLBORNE LODGE DR
 NEAR CROSS-STREET: HILLSIDE RD",43.645496921,-79.466018353,PORTUGUESE MONUMENT,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
180 Colborne Lodge Dr Toronto ON  ,"CHERESHNIOVSKY, MYKHAILO",1975,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: HIGH PARK
 NEAR STREET: COLBORNE LODGE DR
 NEAR CROSS-STREET: CENTRE RD",43.645496921,-79.466018353,LESYA URAINKA MONUMENT,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
11 Colborne Lodge Dr Toronto ON  ,"HOWARD, JOHN G.",1873,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 PARK NAME: HIGH PARK
 NEAR STREET: COLBORNE LODGE DR
 NEAR CROSS-STREET: THE QUEENSWAY",43.640347955,-79.459963485,HOWARD MONUMENT,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
375 Colborne Lodge Dr Toronto ON M6S 0A4,"COUZIJN, WESSEL",1967,"Public Art.  
 Media: MASONRY, PLATED STEEL
 LOCATION: OUTDOORS
 PARK NAME: HIGH PARK
 NEAR STREET: COLBORNE LODGE DR
 NEAR CROSS-STREET: SPRING RD",43.651248508,-79.463498027,MID SUMMER'S NIGHT DREAM,"Public Art, MASONRY, PLATED STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
56 Exmoor Dr Toronto ON M8W 1R5,"STANLEY, STEPHEN",1996,"Public Art.  
 Media: PAINTING
 LOCATION: OUTDOORS
 NEAR STREET: EXMOOR DR
 NEAR CROSS-STREET: LONGBRANCH LOOP",43.592049408,-79.544598,LAKESHORE TRANSPORTATION HISTORY,"Public Art, PAINTING",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
379 St Clair Ave W Toronto ON  ,"RAYNER, GORDON",1977,"Public Art.  
 Media: ENAMEL ON STEEL
 LOCATION: INDOORS
 PARK NAME: NORDHEIMER RAVINE
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: WELLS HILL AVE",43.6835910842,-79.4151302611,TEMPO,"Public Art, ENAMEL ON STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
104 Eleventh St Toronto ON M8V 3G5,"MUSCAT, FRANCIS",1994,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 NEAR STREET: ELEVENTH ST
 NEAR CROSS-STREET: LAKE SHORE BLVD W",43.5989672439,-79.5096300531,UNTITLED (BELL),"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
2698 Eglinton Ave W Toronto ON  ,"ESPOSITA, ELISA",1993,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 PARK NAME: CORONATION PARK (YORK)
 NEAR STREET: EGLINTON AVE W
 NEAR CROSS-STREET: MUNICIPAL DR",43.6897431062,-79.4778803507,LA TENEREZZA OF MOTHER AND CHILD,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
573 Gerrard St E Toronto ON M4M 1X9,UNKNOWN,2004,"Public Art.  
 Media: MARBLE
 LOCATION: OUTDOORS
 NEAR STREET: GERRARD ST E
 NEAR CROSS-STREET: HAMILTON ST",43.6651658685,-79.3531855143,CHINESE LIONS,"Public Art, MARBLE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1 Kenton Dr Toronto ON M2R 2H6,"EUNSON, SCOTT & LOVINK, MARIANNE",2011,"Public Art.  
 Media: COR-TEN STEEL
 LOCATION: OUTDOORS
 NEAR STREET: BATHURST ST
 NEAR CROSS-STREET: KENTON DR",43.7779460557,-79.4436665167,BIKE PLANTS,"Public Art, COR-TEN STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1020 Bay St Toronto ON  ,"MCLEOD, MYFANWY",2017,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: CLOVER HILL PARK
 NEAR STREET: ST JOSEPH ST
 NEAR CROSS-STREET: BAY ST",43.665861892,-79.388206256,PRIMROSE,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
4 Vaughan Rd Toronto ON M6G 2N1,"GIROUX, CHRISTIAN & YOUNG, DANIEL",2015,"Public Art.  
 Media: ALUMINUM, LED LIGHTS
 LOCATION: OUTDOORS
 NEAR STREET: BATHURST ST
 NEAR CROSS-STREET: VAUGHAN RD",43.6812208373,-79.4180535667,THREE POINTS WHERE TWO LINES MEET,"Public Art, ALUMINUM, LED LIGHTS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
20 Viella St Toronto ON  ,"THORPE, JOSH",2016,"Public Art.  
 Media: SYNTHETIC FABRIC, STAINLESS STEEL FLAG POLES
 LOCATION: OUTDOORS
 PARK NAME: MAPLE CLAIRE PARK
 NEAR STREET: VIELLA ST
 NEAR CROSS-STREET: GUNNS RD",43.672626343,-79.472916135,FLAG FIELD,"Public Art, SYNTHETIC FABRIC, STAINLESS STEEL FLAG POLES",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1320 Islington Ave Toronto ON M9A 5C6,"HARDING, NOEL",TBD 2017,"Public Art.  
 Media: STEEL, WOOD, STONE
 LOCATION: OUTDOORS
 NEAR STREET: DUNDAS ST W
 NEAR CROSS-STREET: ISLINGTON AVE",43.6503814116,-79.5266771638,MIMICO CREEK,"Public Art, STEEL, WOOD, STONE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
2233 Kipling Ave Toronto ON M9W 4L3,MOSS & LAM,2015,"Public Art.  
 Media: MIXED MEDIA
 LOCATION: INDOORS
 NEAR STREET: KIPLING AVE
 NEAR CROSS-STREET: HINTON RD",43.7251280931,-79.5718897685,RADIANT & CANOPY,"Public Art, MIXED MEDIA",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
10 Thompson St Toronto ON  ,"BARKHOUSE, MARY-ANNE & BELMORE, MICHAEL",2014,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: JOEL WEEKS PARKETTE
 NEAR STREET: THOMPSON ST
 NEAR CROSS-STREET: MUNRO ST",43.659432585,-79.352957847,ECHO,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1150 Finch Ave W Toronto ON M3J 2E4,"BORINS, DANIEL & MARMAN, JENNIFER",2016,"Public Art.  
 Media: PAINTED ALUMINUM
 LOCATION: OUTDOORS
 NEAR STREET: FINCH AVE W
 NEAR CROSS-STREET: ALEXDON RD",43.7656239335,-79.4828632675,DODECADANDY,"Public Art, PAINTED ALUMINUM",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
100 Queen St W Toronto ON M5H 2N1,"LUM, KEN",2016,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: CITY HALL - NATHAN PHILLIPS SQUARE
 NEAR STREET: QUEEN ST W
 NEAR CROSS-STREET: CHESTNUT ST",43.65282214,-79.383625059,PEACE THROUGH VALOUR,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
504 St Clair Ave W Toronto ON M6C 1A2,"HORTON, KRISTAN",2011,"Public Art.  
 Media: POWDER COATED ALUMINUM
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: BATHURST ST",43.6833241951,-79.4187878551,ICING,"Public Art, POWDER COATED ALUMINUM",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
684 St Clair Ave W Toronto ON M6C 1B1,"THIB, JEANNIE",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: CHRISTIE ST",43.6819461369,-79.4257305098,MOON TRANSIT,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1277 St Clair Ave W Toronto ON M6E 1B8,"MCCUBBIN, SALLY",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: EARLSCOURT AVE",43.6767262334,-79.4471535912,"HERE TODAY, GONE TOMORROW","Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
778 St Clair Ave W Toronto ON M6C 1B6,"MCCUBBIN, SALLY",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: ARLINGTON AVE",43.6812187059,-79.4292901424,ONE AMONG MANY,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1042 St Clair Ave W Toronto ON M6E 1A5,"IRWIN, JANE/ IRWIN, KATHRYN",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: GLENHOLME AVE",43.679072428,-79.439039896,CORRIDOR,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"MORIYAMA, JONI",1992,"Public Art.  
 Media: CERAMIC
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,PLANTERS,"Public Art, CERAMIC",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"PETERAN, GORD",1992,"Public Art.  
 Media: WOOD AND MIXED MEDIA
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,CLOCK,"Public Art, WOOD AND MIXED MEDIA",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"SCOTT, BRIAN",1992,"Public Art.  
 Media: PHOTOGRAPHY
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,UNTITLED,"Public Art, PHOTOGRAPHY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,SHOUB. JACLYN,1992,"Public Art.  
 Media: PHOTOGRAPHY
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,FOUR COMISSIONED PHOTOGRAPHS,"Public Art, PHOTOGRAPHY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"TAYLOR, DONALD",1992,"Public Art.  
 Media: DESIGN BINDING
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,GUEST BOOK,"Public Art, DESIGN BINDING",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"OWEN, ANDREW",1994,"Public Art.  
 Media: PAINT ON DRYWALL
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,STUDENT MURAL,"Public Art, PAINT ON DRYWALL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"MCKINNON, JOHN",UNKNOWN,"Public Art.  
 Media: SCULPTURE
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,THE WEIGHT OF THE WORLD,"Public Art, SCULPTURE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"MCMASTER, GERALD",1992,"Public Art.  
 Media: ACRYLIC ON CANVAS
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,DO WE NEED PERMISSION TO DESTROY THE NATURAL WORLD?,"Public Art, ACRYLIC ON CANVAS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"WALKER, PATTIE",1992,"Public Art.  
 Media: GLASS
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,GLASS WALL,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
60 Queen St W Toronto ON M5H 2M3,"REID, GEORGE",1899,"Public Art.  
 Media: OIL ON CANVAS
 LOCATION: INDOORS
 NEAR STREET: QUEEN ST W
 NEAR CROSS-STREET: BAY ST",43.652103862,-79.381751975,MURAL,"Public Art, OIL ON CANVAS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
600 Roding St Toronto ON M3M 2A5,UNKNOWN,UNKNOWN,"Public Art.  
 Media: CERAMIC TILE
 LOCATION: INDOORS
 NEAR STREET: RODING ST
 NEAR CROSS-STREET: NASH DR",43.729092027,-79.492500593,UNKNOWN,"Public Art, CERAMIC TILE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
76 St Clair Ave W Toronto ON M4V 1M7,"YOUNG, CYBELE",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: DEER PARK CRES",43.6876147769,-79.3979611978,CONSTRUCTIONS,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
250 St Clair Ave W Toronto ON M4V 1R6,"PETERSON, KRISTIN",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: RUSSELL HILL RD",43.6857216141,-79.4075167985,HOW TO OBSERVE A PAINTING,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
355 St Clair Ave W Toronto ON M5P 1N5,"LAU, YAM",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: TWEEDSMUIR AVE",43.6839008332,-79.4127883698,NEARNESS AND DISTANCE- A CHINESE RULER,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
636 St Clair Ave W Toronto ON M6C 1A9,"ALSTEAD, MICHAEL",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: WYCHWOOD AVE",43.6822924568,-79.4240444491,TORONTO ROOFTOPS,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1110 St Clair Ave W Toronto ON M6E 1A7,"OLIVEIRA, SUSY",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: NORTHCLIFFE BLVD",43.6786955796,-79.4406875826,DIGITALS,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1601 St Clair Ave W Toronto ON M6E 1C9,"NIND, SARAH",2011,"Public Art.  
 Media: LAMINATED GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: CALEDONIA RD",43.6751062954,-79.4548757314,SIDEWALK TANGO,"Public Art, LAMINATED GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1734 St Clair Ave W Toronto ON M6N 1J3,"INGELEVICS, VID",2011,"Public Art.  
 Media: LAMINATED GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: SILVERTHORN AVE",43.674355893,-79.4602423818,ART/WORK,"Public Art, LAMINATED GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1822 St Clair Ave W Toronto ON M6N 1J5,"LIVINGSTONE, RYAN",2011,"Public Art.  
 Media: LAMINATED GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: OLD WESTON RD",43.673828947,-79.462735408,KALEIDESCOPE,"Public Art, LAMINATED GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1 Meadowcliffe Dr Toronto ON M1M 2X8,"HILTON MOORE, MARLENE",2002,"Public Art.  
 Media: STEEL
 LOCATION: OUTDOORS
 PARK NAME: SYLVAN PARK/GATES GULLY
 NEAR STREET: DORIS MCCARTHY TRAIL
 NEAR CROSS-STREET: MEADOWCLIFFE DR",43.7269562161,-79.216732285,PASSAGE,"Public Art, STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
800 Lakeshore Ave Toronto ON  ,"HAHN, EMANUEL",1926,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: TORONTO ISLAND PARK
 NEAR STREET: LAKESHORE AVE
 NEAR CROSS-STREET: LAKESHORE AVE",43.627623257,-79.389077994,EDWARD HANLAN,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1970 St Clair Ave W Toronto ON M6N 0A3,"GELLMAN, MIMI",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: KEELE ST",43.672576072,-79.468490531,INVISIBLE RIVERS,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"WONNACOTT, JUSTIN",1992,"Public Art.  
 Media: PHOTOGRAPHY
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,UNTITLED,"Public Art, PHOTOGRAPHY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1030 Weston Rd Toronto ON M6N 3S2,"GIROUX, CHRISTIAN & YOUNG, DANIEL",2014,"Public Art.  
 Media: LIGHTING, STEEL
 LOCATION: OUTDOORS
 NEAR STREET: WESTON RD
 NEAR CROSS-STREET: DENNIS AVE",43.6850240891,-79.4859864466,NYCTOPHILIA,"Public Art, LIGHTING, STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
401 Queens Quay W Toronto ON M5V 2Y2,"MILLER, BERNIE",1986,"Public Art.  
 Media: METAL, CONCRETE
 LOCATION: OUTDOORS
 NEAR STREET: LOWER SPADINA AVE
 NEAR CROSS-STREET: QUEEN'S QUAY W",43.6372862448,-79.390908145,LEARN TO THROW YOUR VOICE,"Public Art, METAL, CONCRETE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1035 Sheppard Ave W Toronto ON  ,"STAMP, ARLENE",1994,"Public Art.  
 Media: GLASS MOSAIC TILE
 LOCATION: INDOORS
 NEAR STREET: SHEPPARD AVE W
 NEAR CROSS-STREET: DUFFERIN ST",43.7499343188,-79.4626511241,SITE (THE),"Public Art, GLASS MOSAIC TILE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
665 Lawrence Ave W Toronto ON  ,"BREEZE, CLAUDE",1977,"Public Art.  
 Media: CERAMIC TILE
 LOCATION: INDOORS
 NEAR STREET: LAWRENCE AVE W
 NEAR CROSS-STREET: ALLEN RD S",43.7157926347,-79.4441111127,SPACING... AERIAL HIGHWAYS,"Public Art, CERAMIC TILE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
522 University Ave Toronto ON M5G 1W7,"OSCAR, NEMON",1984,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 NEAR STREET: UNIVERSITY AVE
 NEAR CROSS-STREET: ELM ST",43.6559270216,-79.389383358,CANADIAN AIRMAN'S MEMORIAL,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
522 University Ave Toronto ON M5G 1W7,"ADAMSON, CHARLES",1923,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 NEAR STREET: UNIVERSITY AVE
 NEAR CROSS-STREET: ELM ST",43.6559270216,-79.389383358,SONS OF ENGLAND WAR MEMORIAL,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
12 Queen's Park Cres W Toronto ON M5S 1S8,"BROCK, SIR THOMAS",1930,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 NEAR STREET: QUEENS PARK
 NEAR CROSS-STREET: QUEENS PARK CRES W",43.661023123,-79.392332838,ROBERT RAIKES,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
173 Spadina Ave Toronto ON M5T 2C3,"BERENICCI, RANDY",1997,"Public Art.  
 Media: STAINLESS STEEL
 LOCATION: OUTDOORS
 NEAR STREET: SPADINA AVE
 NEAR CROSS-STREET: BULWER ST",43.649322173,-79.3962835988,SOCIAL THEATRE I-VI,"Public Art, STAINLESS STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
120 King St E Toronto ON  ,"ALISON, ADRIENNE",2004,"Public Art.  
 Media: BRONZE, GRANITE
 LOCATION: OUTDOORS
 PARK NAME: ST. JAMES PARK
 NEAR STREET: KING ST. E.
 NEAR CROSS-STREET: JARVIS ST.",43.650567909,-79.372573871,ROBERT  GOURLAY,"Public Art, BRONZE, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
230 Front St W Toronto ON  ,"SCOTT, JOHN/ LO, DEREK/ WINKLER, LANA",2001,"Public Art.  
 Media: BRONZE, GRANITE
 LOCATION: OUTDOORS
 PARK NAME: SIMCOE PARK
 NEAR STREET: FRONT ST W
 NEAR CROSS-STREET: SIMCOE ST",43.644783595,-79.3861989108,THE WORKERS MONUMENT (100 WORKERS & ANONYMITY OF PREVENTION),"Public Art, BRONZE, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
241 Spadina Ave Toronto ON M5T 2E2,"HLYNSKY, DAVID & YANOVER, SHIRLEY",1997,"Public Art.  
 Media: COLOURED FIBREGLASS
 LOCATION: OUTDOORS
 NEAR STREET: SPADINA AVE
 NEAR CROSS-STREET: GRANGE AVE",43.6515279788,-79.3970745202,IN ASIA: THE EAST: SPRING/  EUROPE: THE WEST: AUTUMN,"Public Art, COLOURED FIBREGLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
444 Spadina Ave Toronto ON M5T 2G8,"BURROWS, TOM",1997,"Public Art.  
 Media: ALUMINUM WIRE
 LOCATION: OUTDOORS
 NEAR STREET: SPADINA AVE
 NEAR CROSS-STREET: COLLEGE ST",43.6570703828,-79.4001528492,FOWL PLAY,"Public Art, ALUMINUM WIRE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
19 Horticultural Ave Toronto ON M5A 2P2,"STEVENSON, DAVID WATSON",1902,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 NEAR STREET: CARLTON STREET
 NEAR CROSS-STREET: SHERBOURNE STREET",43.660945552,-79.374750667,ROBERT BURNS MEMORIAL,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
66 Alexander St Toronto ON M4Y 1B4,"NEWBIGGING, DEL",2005,"Public Art.  
 Media: BRONZE, GRANITE
 LOCATION: OUTDOORS
 NEAR STREET: CHURCH ST
 NEAR CROSS-STREET: ALEXANDER ST",43.663777192,-79.380468659,ALEXANDER WOOD,"Public Art, BRONZE, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
33 Monteith St Toronto ON  ,"FAHN, PATRICK",1991,"Public Art.  
 Media: CONCRETE, STAINLESS STEEL
 LOCATION: OUTDOORS
 PARK NAME: BARBARA HALL PARK
 NEAR STREET: CHURCH ST
 NEAR CROSS-STREET: DUNDONALD ST",43.666934822,-79.380262909,AIDS MEMORIAL,"Public Art, CONCRETE, STAINLESS STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
125 Homewood Ave Toronto ON  ,"PIEN, ED",2010,"Public Art.  
 Media: STEEL, GLASS, LED LIGHTS
 LOCATION: OUTDOORS
 PARK NAME: WELLESLEY MAGILL PARK
 NEAR STREET: WELLESLEY ST E
 NEAR CROSS-STREET: HOMEWOOD AVE",43.66750835,-79.375889594,FOREST  WALK,"Public Art, STEEL, GLASS, LED LIGHTS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
19 Park Rd Toronto ON  ,"MCEWAN, JOHN",1989,"Public Art.  
 Media: PAINTED AND UNPAINTED STEEL
 LOCATION: OUTDOORS
 PARK NAME: ASQUITH GREEN PARK
 NEAR STREET: PARK RD
 NEAR CROSS-STREET: ASQUITH AVE",43.671989734,-79.38445997,PATTERNS FOR THE TREE OF LIFE,"Public Art, PAINTED AND UNPAINTED STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
26 St Mary St Toronto ON  ,"DE-PEDERY-HUNT, DORA",2006,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 NEAR STREET: ST MARY ST
 NEAR CROSS-STREET: ST NICHOLAS ST",43.667873432,-79.387389544,GEORGE FALUDY PLACE,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
